Titulo,Autor,Edad,Link,Fecha,Respuestas,Imagen,JuegosRecientes
was it right for fortnite to go against apple and get deleted off of the app store,eroyluss,53,https://gamehag.com/forum/t/448567-was-it-right-for-fortnite-to-go-against-apple-and-get-deleted-off-of-the-app-store,2 years ago,2,https://gamehag.com/img/rank/1.png,|
My cooment me Fortnite,ottoka,22,https://gamehag.com/forum/t/445838-my-cooment-me-fortnite,2 years ago,3,https://gamehag.com/img/rank/1.png,World of TanksWar ThunderGoodgame EmpireWorld of WarshipsRobloxLeague of Angels III|
What platform do you have to playing Fortnite?,loliez,"",https://gamehag.com/forum/t/446363-what-platform-do-you-have-to-playing-fortnite,2 years ago,5,https://gamehag.com/img/rank/1.png,War ThunderLineage 2 ClassicRise of Kingdoms: Lost Crusade|
still playing this game?,loliez,"",https://gamehag.com/forum/t/447993-still-playing-this-game,2 years ago,1,https://gamehag.com/img/rank/1.png,War ThunderLineage 2 ClassicRise of Kingdoms: Lost Crusade|
Opinions of Fortnite?,hamzaali1234,22,https://gamehag.com/forum/t/432860-opinions-of-fortnite,2 years ago,21,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictNeverwinterRobloxCrossoutGame of Thrones Winter is Coming||
fortnite very good wonderful game,benmo,16,https://gamehag.com/forum/t/446411-fortnite-very-good-wonderful-game,2 years ago,1,https://gamehag.com/img/rank/2.png,Big FarmBook of RaNeverwinterRise of Kingdoms: Lost Crusade|
You like Fortnite or PUBG???,Deadshot4pros,19,https://gamehag.com/forum/t/446302-you-like-fortnite-or-pubg1,2 years ago,1,https://gamehag.com/img/rank/2.png,Vikings: War of Clans|
Don’t be mean I have bully on for ight ,Thebasketballgodxx,15,https://gamehag.com/forum/t/445721-dont-be-mean-i-have-bully-on-for-ight-,2 years ago,1,https://gamehag.com/img/rank/2.png,Rail Nation|
Roblox is better for naught is bag ,Thebasketballgodxx,15,https://gamehag.com/forum/t/445720-roblox-is-better-for-naught-is-bag-,2 years ago,1,https://gamehag.com/img/rank/2.png,Rail Nation|
map so bad,squardex0,40,https://gamehag.com/forum/t/445556-map-so-bad,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictWarframe|
fortnite level,OliverLlama,21,https://gamehag.com/forum/t/37832-fortnite-level,2 years ago,38,https://gamehag.com/img/rank/2.png,Hero ZeroStar ConflictLineage 2 ClassicWorld of Warships - Free Premium Bonus!|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
"WHO LOVE FORTINET SAY ""Fort"" IN CHAT DOWN BELOW",emirhan_demir11,18,https://gamehag.com/forum/t/442822-who-love-fortinet-say-fort-in-chat-down-below,2 years ago,7,https://gamehag.com/img/rank/1.png,War Thunder|
Which Skin is your favorite?,OliverLlama,21,https://gamehag.com/forum/t/443367-which-skin-is-your-favorite,2 years ago,6,https://gamehag.com/img/rank/2.png,Hero ZeroStar ConflictLineage 2 ClassicWorld of Warships - Free Premium Bonus!|
who likes this season?,OliverLlama,21,https://gamehag.com/forum/t/441856-who-likes-this-season,2 years ago,3,https://gamehag.com/img/rank/2.png,Hero ZeroStar ConflictLineage 2 ClassicWorld of Warships - Free Premium Bonus!|
What is the most kills you have had in one game ,KingDilly,21,https://gamehag.com/forum/t/428348-what-is-the-most-kills-you-have-had-in-one-game-,2 years ago,16,https://gamehag.com/img/rank/2.png,|
fortnite game modes,Ahhghs,22,https://gamehag.com/forum/t/443431-fortnite-game-modes,2 years ago,1,https://gamehag.com/img/rank/3.png,War ThunderStar ConflictLineage 2 ClassicWorld of Warships - Free Premium Bonus!Raid: Shadow Legends|
Fortnite Season 5 Stutter and Lag fixed for Intel HD graphics,vlad165,21,https://gamehag.com/forum/t/430213-fortnite-season-5-stutter-and-lag-fixed-for-intel-hd-graphics,2 years ago,3,https://gamehag.com/img/rank/2.png,Star ConflictRail NationElvenarLineage 2 ClassicAnocris|
Geo881 pro,AEKZIS200,22,https://gamehag.com/forum/t/438316-geo881-pro12,2 years ago,4,https://gamehag.com/img/rank/2.png,|
Roblox how many robux ,SenyWorld,20,https://gamehag.com/forum/t/439190-roblox-how-many-robux-,2 years ago,8,https://gamehag.com/img/rank/1.png,War ThunderCrossoutWorld of Warships - Free Premium Bonus!|
Is anyone still playing this game?,elge05,17,https://gamehag.com/forum/t/431596-is-anyone-still-playing-this-game,2 years ago,10,https://gamehag.com/img/rank/2.png,World of TanksRobloxDragon AwakenOne Piece H5Raid: Shadow Legends|
Fortnite is taking over the world,[email protected],"",https://gamehag.com/forum/t/440062-fortnite-is-taking-over-the-world,2 years ago,1,https://gamehag.com/img/rank/2.png,""
What do you think About when seeing the new map,happyist,2,https://gamehag.com/forum/t/431022-what-do-you-think-about-when-seeing-the-new-map,2 years ago,6,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictLineage 2 ClassicOne Piece H5League of Angels: Heaven's Fury|
antegeia21,Geo881,72,https://gamehag.com/forum/t/438686-antegeia21,2 years ago,5,https://gamehag.com/img/rank/2.png,Crossout|
Is Galactus Gonna Eat Us?,Arin07,15,https://gamehag.com/forum/t/425954-is-galactus-gonna-eat-us,2 years ago,5,https://gamehag.com/img/rank/1.png,War ThunderLeague of Angels IIRail NationElvenarCrossoutWorld of Warships - Free Premium Bonus!|
jack 23master,AEKZIS200,22,https://gamehag.com/forum/t/438315-jack-23master,2 years ago,1,https://gamehag.com/img/rank/2.png,|
Does anyone have a friend code for save the world? :) hmu,BARTGAMING,22,https://gamehag.com/forum/t/38587-does-anyone-have-a-friend-code-for-save-the-world--hmu,4 years ago,5,https://gamehag.com/img/rank/3.png,Rail NationWarfaceFinal Fantasy XVLords MobileAdventure with MistyCastle Clash: Brave Squads||
give me vbucks for good bucks,TheNextDays,"",https://gamehag.com/forum/t/438099-give-me-vbucks-for-good-bucks,2 years ago,2,https://gamehag.com/img/rank/2.png,|
why os fotnite famous,ludvigkj,2,https://gamehag.com/forum/t/429011-why-os-fotnite-famous,2 years ago,3,https://gamehag.com/img/rank/2.png,Crossout|
I don't like fortnite,pekton1,53,https://gamehag.com/forum/t/433472-i-dont-like-fortnite1,2 years ago,2,https://gamehag.com/img/rank/2.png,IkariamWar ThunderStar StableCrossoutWorld of Warships - Free Premium Bonus!|
this game is....,DevixOpaque,"",https://gamehag.com/forum/t/434513-this-game-is4,2 years ago,1,https://gamehag.com/img/rank/2.png,Vikings: War of ClansSword Art OnlineWorld of Warships - Free Premium Bonus!Conflict of Nations - World War 3|
Fortnite became less played game ,ZeeshanBobBob,"",https://gamehag.com/forum/t/432666-fortnite-became-less-played-game-,2 years ago,10,https://gamehag.com/img/rank/1.png,|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
I hate fort,iRuzzo,"",https://gamehag.com/forum/t/433037-i-hate-fort,2 years ago,3,https://gamehag.com/img/rank/2.png,CrossoutHarvest LandWords With Friends 2 - Word GameMagic: The Gathering ArenaLineage 2 Classic|
Best esports player in fortnite? New Thread Follow,Lidor113,22,https://gamehag.com/forum/t/431750-best-esports-player-in-fortnite-new-thread-follow,2 years ago,2,https://gamehag.com/img/rank/1.png,|
Red knight is back in the shop!,BARTGAMING,22,https://gamehag.com/forum/t/38498-red-knight-is-back-in-the-shop,4 years ago,6,https://gamehag.com/img/rank/3.png,Rail NationWarfaceFinal Fantasy XVLords MobileAdventure with MistyCastle Clash: Brave Squads||
Best esports player in fortnite? New Thread Follow New NEw,UnrealTroller,"",https://gamehag.com/forum/t/431751-best-esports-player-in-fortnite-new-thread-follow-new-new,2 years ago,2,https://gamehag.com/img/rank/2.png,War ThunderGrepolisRobloxCrossoutHeavy Metal MachinesLineage 2 Classic|
Amban Sniper VS Exotic Boom Sniper,SvGrambo,"",https://gamehag.com/forum/t/430895-amban-sniper-vs-exotic-boom-sniper,2 years ago,3,https://gamehag.com/img/rank/1.png,Playerunknown's Battlegrounds|
fortnite gamers ,Momcilo04,22,https://gamehag.com/forum/t/429677-fortnite-gamers-,2 years ago,13,https://gamehag.com/img/rank/2.png,World of Tanks|
ps4 or xbox or ps 5,Jancro90,22,https://gamehag.com/forum/t/431586-ps4-or-xbox-or-ps-5,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderOne Piece H5|
When did you quit fortnite?,Nolletace,22,https://gamehag.com/forum/t/430503-when-did-you-quit-fortnite,2 years ago,7,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictWorld of WarshipsWarframeCrossoutOpera GX|
Zalanoff1856,zalan1856,74,https://gamehag.com/forum/t/431037-zalanoff185615,2 years ago,1,https://gamehag.com/img/rank/2.png,War ThunderStar StableElvenarRagnarok OnlineLineage 2 Classic|
Who cant get the Fortnite Battle Pass are very griefed now.,Iwantfreerobux27,17,https://gamehag.com/forum/t/430071-who-cant-get-the-fortnite-battle-pass-are-very-griefed-now,2 years ago,4,https://gamehag.com/img/rank/2.png,Vikings: War of ClansNaruto OnlineOne Piece H5|
Fortnite Season 5 IS Here!!! ,Multam,2,https://gamehag.com/forum/t/429080-fortnite-season-5-is-here-,2 years ago,27,https://gamehag.com/img/rank/3.png,War ThunderStar ConflictLineage 2Rail NationVikings: War of ClansCrossout|
zalanoff1856,nimrodgamerhun,27,https://gamehag.com/forum/t/429802-zalanoff185610,2 years ago,10,https://gamehag.com/img/rank/2.png,OGameWorld of WarshipsGame of Thrones Winter is ComingWorld of Warships - Free Premium Bonus!|
What's your favourite skin?,valsorai,48,https://gamehag.com/forum/t/430567-whats-your-favourite-skin6,2 years ago,1,https://gamehag.com/img/rank/7.png,War ThunderOGameAionStar ConflictNostaleWorld of Warships|
What do you think about the Fortnite Exotics,MasterBang,24,https://gamehag.com/forum/t/430166-what-do-you-think-about-the-fortnite-exotics,2 years ago,2,https://gamehag.com/img/rank/2.png,Star ConflictWarTuneCrossout|
pubg ile kapışır,MLKAMOMNKO,"",https://gamehag.com/forum/t/428583-pubg-ile-kapr,2 years ago,5,https://gamehag.com/img/rank/1.png,War Thunder|
Fortnite talk,Barrycuda,32,https://gamehag.com/forum/t/38819-fortnite-talk,2 years ago,13,https://gamehag.com/img/rank/2.png,Vikings: War of Clans|
What is your favourite thing to do in Fortnite?,valsorai,48,https://gamehag.com/forum/t/429360-what-is-your-favourite-thing-to-do-in-fortnite,2 years ago,1,https://gamehag.com/img/rank/7.png,War ThunderOGameAionStar ConflictNostaleWorld of Warships|
Are people still playing this game?,eduard292008,"",https://gamehag.com/forum/t/427377-are-people-still-playing-this-game1,2 years ago,4,https://gamehag.com/img/rank/1.png,|
"Fortnite ""Internet Connection Lost"" ",radu_pro_08,22,https://gamehag.com/forum/t/38770-fortnite-internet-connection-lost-2,2 years ago,6,https://gamehag.com/img/rank/2.png,Forge of EmpiresWar ThunderCrossoutRF OnlineVast Wars|
Favourite fortnite season,Jdniemi,"",https://gamehag.com/forum/t/421147-favourite-fortnite-season,2 years ago,9,https://gamehag.com/img/rank/2.png,|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
kadavra topic kadavra,queheadshot,25,https://gamehag.com/forum/t/160937-kadavra-topic-kadavra1,3 years ago,1,https://gamehag.com/img/rank/2.png,Metin 2Star StableRobloxSoul Calibur|
For you did among us surpassed fortnite,KillerBeeDC,23,https://gamehag.com/forum/t/427637-for-you-did-among-us-surpassed-fortnite,2 years ago,2,https://gamehag.com/img/rank/2.png,Bleach OnlineWorld of WarshipsVikings: War of ClansSword Art OnlineOne Piece H5World of Warships - Free Premium Bonus!|
Fortnite a onaması kolay mı ?,Ardamaterasu,19,https://gamehag.com/forum/t/422004-fortnite-a-onamas-kolay-m-,2 years ago,5,https://gamehag.com/img/rank/2.png,IkariamOne Piece H5|
yrjfuguglxhlgupfyof,SMGInfinity,21,https://gamehag.com/forum/t/420582-yrjfuguglxhlgupfyof,2 years ago,13,https://gamehag.com/img/rank/2.png,CrossoutLineage 2 Classic|
HOW TO GET DIAMONS,Semarium,1,https://gamehag.com/forum/t/426376-how-to-get-diamons,2 years ago,2,https://gamehag.com/img/rank/2.png,One Piece H5League of Angels: Heaven's Fury|
Imagine playing fortnite *** ew,Erikmoo,2,https://gamehag.com/forum/t/422209-imagine-playing-fortnite-***-ew,2 years ago,6,https://gamehag.com/img/rank/2.png,War ThunderStar ConflictWarframeCrossoutHeavy Metal MachinesWorld of Warships - Free Premium Bonus!|
Fornite Good or what? why?Why not?,Iwantfreerobux27,17,https://gamehag.com/forum/t/425783-fornite-good-or-what-whywhy-not,2 years ago,4,https://gamehag.com/img/rank/2.png,Vikings: War of ClansNaruto OnlineOne Piece H5|
fortnite lovers,raju2004,"",https://gamehag.com/forum/t/424593-fortnite-lovers3,2 years ago,2,https://gamehag.com/img/rank/1.png,Lineage 2 Classic|
DO YOU LIKE FORTNITE! ME I LIKE IT!,LOH17H,17,https://gamehag.com/forum/t/420826-do-you-like-fortnite-me-i-like-it,2 years ago,10,https://gamehag.com/img/rank/2.png,Vikings: War of ClansLineage 2 Classic|
i didn't try this game before,LOH17H,17,https://gamehag.com/forum/t/421558-i-didnt-try-this-game-before,2 years ago,6,https://gamehag.com/img/rank/2.png,Vikings: War of ClansLineage 2 Classic|
One of the best batlle royales,Beast05,"",https://gamehag.com/forum/t/422035-one-of-the-best-batlle--royales,2 years ago,4,https://gamehag.com/img/rank/3.png,Revelation OnlineVikings: War of ClansLife is FeudalLineage 2 ClassicSword Art Online|
Fortnite chapter 2,ArabDzGamer,18,https://gamehag.com/forum/t/424120-fortnite-chapter-28,2 years ago,1,https://gamehag.com/img/rank/5.png,War ThunderDark Orbit ReloadedVikings: War of ClansCrossoutVast Wars|
foetnite is a easy and godd game ,Aslog0907,27,https://gamehag.com/forum/t/423615-foetnite-is-a-easy-and-godd-game-,2 years ago,2,https://gamehag.com/img/rank/2.png,|
Favorite game? ,kenyer11100,2,https://gamehag.com/forum/t/421404-favorite-game-3,2 years ago,6,https://gamehag.com/img/rank/2.png,War ThunderWorld of WarshipsCrossout|
2017s fornite or 2020s,JadranOnFN,21,https://gamehag.com/forum/t/418379-2017s-fornite-or-2020s,2 years ago,8,https://gamehag.com/img/rank/1.png,War ThunderCrossoutVast WarsLineage 2 Classic|
What tier are you guys? I am tier 100 at the moment,JadranOnFN,21,https://gamehag.com/forum/t/37995-what-tier-are-you-guys-i-am-tier-100-at-the-moment,2 years ago,13,https://gamehag.com/img/rank/1.png,War ThunderCrossoutVast WarsLineage 2 Classic|
which one is better,JuandaMV,23,https://gamehag.com/forum/t/421044-which-one-is-better3,2 years ago,3,https://gamehag.com/img/rank/1.png,One Piece H5|
Fortnite got boring over the years ,JuandaMV,23,https://gamehag.com/forum/t/419860-fortnite-got-boring-over-the-years-,2 years ago,6,https://gamehag.com/img/rank/1.png,One Piece H5|
pubg or fortnite,cookiesan123,20,https://gamehag.com/forum/t/402593-pubg-or-fortnite43,2 years ago,35,https://gamehag.com/img/rank/2.png,Bleach OnlineOne Piece H5World of Warships - Free Premium Bonus!|
RazvanRo0749,RazvanRO,"",https://gamehag.com/forum/t/420795-razvanro074915,2 years ago,1,https://gamehag.com/img/rank/2.png,CrossoutLords MobileHeavy Metal MachinesAdventure with MistyLeague of Angels III|
Comments reviews and ratings of the game F: Battle Royale,Tadik95,19,https://gamehag.com/games/fortnite/comments,1 week ago,1089,https://gamehag.com/img/rank/1.png,Raid: Shadow Legends|
bad game fortnite,SuperPaperWorld,23,https://gamehag.com/forum/t/296498-bad-game-fortnite,2 years ago,6,https://gamehag.com/img/rank/2.png,War ThunderBlade & SoulRobloxGame of Thrones Winter is ComingZoo 2 - Animal Park|
Fortnite in season 4 chapter 1.,boop3n,16,https://gamehag.com/forum/t/419704-fortnite-in-season-4-chapter-1,2 years ago,2,https://gamehag.com/img/rank/3.png,|War ThunderCrossoutLineage 2 ClassicSword Art OnlineOne Piece H5|
Am İ Random Guy?,GAMING_LINTER,"",https://gamehag.com/forum/t/417061-am--random-guy,2 years ago,3,https://gamehag.com/img/rank/1.png,Vast WarsNext RPLeague of Angels: Heaven's Fury|
Fortnite comp is getting messed up ,TitiSifonarul,33,https://gamehag.com/forum/t/420286-fortnite-comp-is-getting-messed-up-,2 years ago,2,https://gamehag.com/img/rank/2.png,Forge of EmpiresWar ThunderCrossoutLineage 2 Classic|
Fortnite is good,__itachi__,2,https://gamehag.com/forum/t/414599-fortnite-is-good4,2 years ago,7,https://gamehag.com/img/rank/3.png,War ThunderCounter-Strike: Global OffensiveVikings: War of ClansNaruto OnlineCrossoutLineage 2 Classic|
drift skin relauch?,eg261619,"",https://gamehag.com/forum/t/419296-drift-skin-relauch,2 years ago,1,https://gamehag.com/img/rank/2.png,Harvest LandRaid: Shadow LegendsRise of Kingdoms: Lost Crusade|
1Good topic. Looking for a good game to play and I think CS:GO wow is suitable for me. Thanks!,arsenalimmd,20,https://gamehag.com/forum/t/419189-1good-topic-looking-for-a-good-game-to-play-and-i-think-csgo-wow--is-suitable-for-me-thanks,2 years ago,1,https://gamehag.com/img/rank/5.png,|
The Best Game Ever,vojtak42,23,https://gamehag.com/forum/t/418357-the-best-game-ever17,2 years ago,3,https://gamehag.com/img/rank/1.png,War ThunderHero ZeroElvenarWorld of Warships - Free Premium Bonus!|
Is fortnite dying,mcray2006,22,https://gamehag.com/forum/t/415934-is-fortnite-dying18,2 years ago,16,https://gamehag.com/img/rank/2.png,World of TanksForge of EmpiresWar ThunderOGameStar ConflictWorld of Warships|
Wanna play?,noobe,18,https://gamehag.com/forum/t/38099-wanna-play,4 years ago,10,https://gamehag.com/img/rank/7.png,War ThunderRevelation OnlineSkyforgeRobloxCrossoutWarface|
FortNite İs For The Good Game For Pros,Kivanc63,23,https://gamehag.com/forum/t/417059-fortnite-s-for-the-good-game-for-pros,2 years ago,1,https://gamehag.com/img/rank/1.png,Lineage 2 Classic|
best skin in battle pass,Jokurandom123,"",https://gamehag.com/forum/t/415193-best-skin-in-battle-pass,2 years ago,8,https://gamehag.com/img/rank/2.png,Star ConflictWorld of WarshipsRail NationElvenarCrossoutDragon Lord|
is it child friendly? ,dexerfox,20,https://gamehag.com/forum/t/416616-is-it-child-friendly-,2 years ago,2,https://gamehag.com/img/rank/3.png,War ThunderNeverwinterCrossoutVast Wars|
FORNITE OR APEX,Ori9900,2,https://gamehag.com/forum/t/415841-fornite-or-apex1,2 years ago,13,https://gamehag.com/img/rank/2.png,Vast WarsOne Piece H5Raid: Shadow Legends|
benjaminth,benjaminth,19,https://gamehag.com/forum/t/415884-benjaminth2,2 years ago,11,https://gamehag.com/img/rank/1.png,World of TanksWar ThunderBleach OnlineStar ConflictWarTune|
